40.756 40.763 -73.9879 -73.9822
40.759646,-73.987898
40.758204,-73.987766
40.758317,-73.987641
40.76065,-73.987596
40.756166,-73.987426
40.760421,-73.987221
40.760138,-73.987162
40.757857,-73.987153
40.761331,-73.987096
40.760636,-73.987042
40.75674,-73.987039
40.760883,-73.986981
40.758541,-73.986907
40.761604,-73.986885
40.756408,-73.986869
40.762524,-73.986765
40.758855,-73.986716
40.762532,-73.986673
40.760133,-73.986659
40.759956,-73.986632
40.756696,-73.986545
40.762193,-73.986494
40.756983,-73.986312
40.75743,-73.986198
40.762073,-73.98613
40.760603,-73.986021
40.757688,-73.985971
40.757827,-73.985942
40.762554,-73.985908
40.757555,-73.985859
40.762382,-73.985854
40.762628,-73.985825
40.756462,-73.985807
40.762235,-73.985757
40.757059,-73.98574
40.761157,-73.985693
40.758294,-73.985664
40.7614,-73.98557
40.758362,-73.985567
40.7593,-73.98555
40.757922,-73.985535
40.758704,-73.985491
40.75752,-73.98547
40.758254,-73.985447
40.757796,-73.985404
40.756866,-73.985402
40.757288,-73.985297
40.758606,-73.985269
40.761376,-73.98513
40.758757,-73.985103
40.756794,-73.985089
40.75729,-73.985
40.758887,-73.984934
40.756681,-73.984705
40.760139,-73.984699
40.759387,-73.984692
40.758716,-73.984627
40.760288,-73.984608
40.760288,-73.984601
40.759039,-73.984537
40.759553,-73.984529
40.757931,-73.984369
40.756791,-73.984337
40.75939,-73.984237
40.757088,-73.984057
40.761586,-73.984033
40.759491,-73.984001
40.758045,-73.983992
40.762311,-73.98397
40.758699,-73.983949
40.760181,-73.983937
40.757144,-73.983905
40.762074,-73.983744
40.760841,-73.983726
40.760107,-73.983456
40.758003,-73.983402
40.756017,-73.983289
40.758566,-73.983263
40.762252,-73.983202
40.756048,-73.983165
40.762623,-73.983155
40.760898,-73.983124
40.756544,-73.983099
40.75954,-73.98296
40.761268,-73.982947
40.756261,-73.982903
40.759955,-73.982787
40.761739,-73.982745
40.761419,-73.982722
40.760098,-73.982673
40.761702,-73.982642
40.760542,-73.98258
40.762845,-73.982498
40.761882,-73.982445
40.756747,-73.982314
40.759529,-73.982261
40.762228,-73.982257
40.75987,-73.98223
40.757571,-73.982209
