40.756 40.762 -73.986 -73.983
40.757688,-73.985971
40.757827,-73.985942
40.757555,-73.985859
40.756462,-73.985807
40.757059,-73.98574
40.761157,-73.985693
40.758294,-73.985664
40.7614,-73.98557
40.758362,-73.985567
40.7593,-73.98555
40.757922,-73.985535
40.758704,-73.985491
40.75752,-73.98547
40.758254,-73.985447
40.757796,-73.985404
40.756866,-73.985402
40.757288,-73.985297
40.758606,-73.985269
40.761376,-73.98513
40.758757,-73.985103
40.756794,-73.985089
40.75729,-73.985
40.758887,-73.984934
40.756681,-73.984705
40.760139,-73.984699
40.759387,-73.984692
40.758716,-73.984627
40.760288,-73.984608
40.760288,-73.984601
40.759039,-73.984537
40.759553,-73.984529
40.757931,-73.984369
40.756791,-73.984337
40.75939,-73.984237
40.757088,-73.984057
40.761586,-73.984033
40.759491,-73.984001
40.758045,-73.983992
40.758699,-73.983949
40.760181,-73.983937
40.757144,-73.983905
40.760841,-73.983726
40.760107,-73.983456
40.758003,-73.983402
40.756017,-73.983289
40.758566,-73.983263
40.756048,-73.983165
40.760898,-73.983124
40.756544,-73.983099
